CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13760,54,2,286.79,2,2,1,221,Potential Loyalist
13761,50,2,1070.65,3,2,3,323,Potential Loyalist
13762,204,2,3.552713678800501e-15,1,2,1,121,Potential Loyalist
13763,63,3,1689.46,2,3,4,234,Loyal Customer
13764,70,3,1519.42,2,3,3,233,Loyal Customer
13767,2,52,16945.71,4,4,4,444,Champion
13769,2,16,2771.87,4,4,4,444,Champion
13771,64,5,2631.7,2,3,4,234,Loyal Customer
13772,33,3,1122.63,3,3,3,333,Loyal Customer
13774,81,1,345.0,2,1,2,212,Others
13777,0,41,25748.350000000002,4,4,4,444,Champion
13778,103,1,178.7,2,1,1,211,Others
13780,7,2,360.01,4,2,2,422,Others
13781,250,1,127.84,1,1,1,111,Lost Customer
13782,12,6,908.86,4,4,3,443,Loyal Customer
13784,9,11,2462.79,4,4,4,444,Champion
13786,367,1,230.39999999999998,1,1,1,111,Lost Customer
13787,75,2,309.04,2,2,2,222,Potential Loyalist
13790,4,1,348.8,4,1,2,412,Others
13791,43,3,1047.68,3,3,3,333,Loyal Customer
13792,66,2,195.55,2,2,1,221,Potential Loyalist
13798,1,63,36352.87,4,4,4,444,Champion
13799,116,2,688.86,2,2,3,223,Potential Loyalist
13800,309,1,558.32,1,1,2,112,Others
13801,66,1,324.8,2,1,2,212,Others
13802,138,6,3906.27,2,4,4,244,Loyal Customer
13803,255,1,277.07,1,1,1,111,Lost Customer
13804,30,7,2588.39,3,4,4,344,Loyal Customer
13805,52,2,924.6,2,2,3,223,Potential Loyalist
13806,63,1,256.38,2,1,1,211,Others
13807,367,1,112.6,1,1,1,111,Lost Customer
13808,5,5,1747.66,4,3,4,434,Loyal Customer
13809,305,1,155.05,1,1,1,111,Lost Customer
13810,28,4,899.51,3,3,3,333,Loyal Customer
13811,183,4,591.75,1,3,2,132,Potential Loyalist
13812,42,3,539.0,3,3,2,332,Potential Loyalist
13813,39,5,1353.41,3,3,3,333,Loyal Customer
13814,56,3,1562.12,2,3,3,233,Loyal Customer
13815,22,5,4014.91,3,3,4,334,Loyal Customer
13816,23,4,555.04,3,3,2,332,Potential Loyalist
13817,29,2,382.98,3,2,2,322,Potential Loyalist
13819,301,3,1140.35,1,3,3,133,Loyal Customer
13821,144,2,385.64,1,2,2,122,Potential Loyalist
13822,5,2,632.0,4,2,2,422,Others
13823,18,2,957.66,3,2,3,323,Potential Loyalist
13824,32,5,1698.94,3,3,4,334,Loyal Customer
13826,158,2,174.65,1,2,1,121,Potential Loyalist
13827,57,3,409.8,2,3,2,232,Potential Loyalist
13828,22,1,209.49,3,1,1,311,Others
13829,359,1,-102.0,1,1,1,111,Lost Customer
13831,16,6,2198.45,4,4,4,444,Champion
13832,17,2,40.949999999999996,3,2,1,321,Potential Loyalist
13833,159,1,383.85,1,1,2,112,Others
13835,25,4,834.57,3,3,3,333,Loyal Customer
13837,211,2,266.59000000000003,1,2,1,121,Potential Loyalist
13838,5,4,674.82,4,3,3,433,Loyal Customer
13841,252,1,85.0,1,1,1,111,Lost Customer
13842,58,9,3385.62,2,4,4,244,Loyal Customer
13844,11,1,361.62,4,1,2,412,Others
13845,64,1,312.98,2,1,2,212,Others
13846,24,4,847.61,3,3,3,333,Loyal Customer
13848,92,3,1255.0,2,3,3,233,Loyal Customer
13849,51,2,1537.95,2,2,3,223,Potential Loyalist
13850,88,2,1586.81,2,2,3,223,Potential Loyalist
13851,95,3,2651.46,2,3,4,234,Loyal Customer
13853,8,2,1056.94,4,2,3,423,Others
13854,8,29,8025.0199999999995,4,4,4,444,Champion
13856,168,5,363.4,1,3,2,132,Potential Loyalist
13858,57,1,216.17,2,1,1,211,Others
13859,326,1,201.16,1,1,1,111,Lost Customer
13860,1,6,1240.0,4,4,3,443,Loyal Customer
13862,18,10,2187.31,3,4,4,344,Loyal Customer
13863,245,2,299.56,1,2,2,122,Potential Loyalist
13865,58,4,501.56,2,3,2,232,Potential Loyalist
13866,74,1,145.67000000000002,2,1,1,211,Others
13867,31,3,1005.09,3,3,3,333,Loyal Customer
13868,7,2,3192.54,4,2,4,424,Others
13869,123,4,3083.65,2,3,4,234,Loyal Customer
13870,2,10,2751.25,4,4,4,444,Champion
13871,22,14,6389.8,3,4,4,344,Loyal Customer
13873,119,4,381.7,2,3,2,232,Potential Loyalist
13874,358,1,540.45,1,1,2,112,Others
13875,53,5,1786.79,2,3,4,234,Loyal Customer
13876,63,1,122.7,2,1,1,211,Others
13877,86,1,117.24,2,1,1,211,Others
13878,54,1,1271.57,2,1,3,213,Others
13880,21,13,3219.77,3,4,4,344,Loyal Customer
13881,3,22,16989.52,4,4,4,444,Champion
13882,2,6,1131.28,4,4,3,443,Loyal Customer
13883,1,9,2538.75,4,4,4,444,Champion
13884,7,6,781.3000000000001,4,4,3,443,Loyal Customer
13885,189,2,506.8,1,2,2,122,Potential Loyalist
13886,71,1,243.56,2,1,1,211,Others
13887,204,1,349.55,1,1,2,112,Others
13888,119,2,595.67,2,2,2,222,Potential Loyalist
13889,92,1,416.90000000000003,2,1,2,212,Others
13890,1,14,1860.8600000000001,4,4,4,444,Champion
13892,26,4,632.97,3,3,2,332,Potential Loyalist
13893,297,1,821.1,1,1,3,113,At Risk
13894,22,5,535.97,3,3,2,332,Potential Loyalist
13895,21,5,2588.12,3,3,4,334,Loyal Customer
13897,50,1,311.16,3,1,2,312,Others
13898,325,1,155.93,1,1,1,111,Lost Customer
13899,16,2,388.52,4,2,2,422,Others
13900,183,3,740.95,1,3,3,133,Loyal Customer
13901,72,5,2867.2,2,3,4,234,Loyal Customer
13904,37,2,332.64,3,2,2,322,Potential Loyalist
13908,79,5,2347.05,2,3,4,234,Loyal Customer
13911,57,9,2580.91,2,4,4,244,Loyal Customer
13914,3,3,613.95,4,3,2,432,Others
13917,49,2,272.04,3,2,1,321,Potential Loyalist
13918,49,2,1212.8400000000001,3,2,3,323,Potential Loyalist
13919,53,3,350.15999999999997,2,3,2,232,Potential Loyalist
13922,351,1,172.25,1,1,1,111,Lost Customer
13923,53,1,351.13,2,1,2,212,Others
13924,1,11,1682.08,4,4,4,444,Champion
13925,36,6,616.65,3,4,2,342,Potential Loyalist
13926,23,1,223.85000000000002,3,1,1,311,Others
13927,74,1,348.99,2,1,2,212,Others
13928,10,4,464.57,4,3,2,432,Others
13929,169,3,802.85,1,3,3,133,Loyal Customer
13930,57,2,337.34,2,2,2,222,Potential Loyalist
13931,85,3,1230.93,2,3,3,233,Loyal Customer
13932,294,1,307.4,1,1,2,112,Others
13933,109,2,608.7900000000001,2,2,2,222,Potential Loyalist
13934,263,1,922.1,1,1,3,113,At Risk
13936,171,2,361.28,1,2,2,122,Potential Loyalist
13937,169,1,158.85,1,1,1,111,Lost Customer
13938,35,1,71.66,3,1,1,311,Others
13939,23,4,556.75,3,3,2,332,Potential Loyalist
13940,17,4,839.14,3,3,3,333,Loyal Customer
13941,21,7,4912.41,3,4,4,344,Loyal Customer
13946,79,3,561.5699999999999,2,3,2,232,Potential Loyalist
13947,65,1,90.6,2,1,1,211,Others
13948,360,1,102.0,1,1,1,111,Lost Customer
13949,2,6,2427.32,4,4,4,444,Champion
13950,11,5,728.56,4,3,3,433,Loyal Customer
13951,176,3,674.45,1,3,3,133,Loyal Customer
13952,211,3,3246.091,1,3,4,134,Loyal Customer
13953,7,7,3515.68,4,4,4,444,Champion
13954,1,3,378.59,4,3,2,432,Others
13955,154,2,322.96,1,2,2,122,Potential Loyalist
13956,5,5,1019.27,4,3,3,433,Loyal Customer
13958,372,1,-102.45,1,1,1,111,Lost Customer
13959,79,3,594.04,2,3,2,232,Potential Loyalist
13960,21,2,230.22,3,2,1,321,Potential Loyalist
13962,21,2,169.55,3,2,1,321,Potential Loyalist
13963,308,4,664.54,1,3,3,133,Loyal Customer
13967,145,1,80.7,1,1,1,111,Lost Customer
13969,7,20,8956.92,4,4,4,444,Champion
13971,8,11,2702.2200000000003,4,4,4,444,Champion
13972,70,2,190.25,2,2,1,221,Potential Loyalist
13973,287,1,264.7,1,1,1,111,Lost Customer
13974,49,1,413.59000000000003,3,1,2,312,Others
13975,31,7,2438.19,3,4,4,344,Loyal Customer
13976,206,1,357.98,1,1,2,112,Others
13978,14,2,196.79000000000002,4,2,1,421,Others
13979,73,1,869.87,2,1,3,213,Others
13980,60,1,200.14,2,1,1,211,Others
13982,39,5,1861.11,3,3,4,334,Loyal Customer
13983,29,13,2590.46,3,4,4,344,Loyal Customer
13984,26,6,488.03,3,4,2,342,Potential Loyalist
13985,4,16,7024.53,4,4,4,444,Champion
13986,17,1,320.46,3,1,2,312,Others
13988,19,9,4098.8,3,4,4,344,Loyal Customer
13989,65,2,1266.08,2,2,3,223,Potential Loyalist
13990,213,1,311.3,1,1,2,112,Others
13991,12,7,847.54,4,4,3,443,Loyal Customer
13992,30,1,76.8,3,1,1,311,Others
13993,32,12,3409.66,3,4,4,344,Loyal Customer
13994,3,6,2274.14,4,4,4,444,Champion
13995,15,6,1383.49,4,4,3,443,Loyal Customer
13999,10,15,3865.26,4,4,4,444,Champion
14000,206,2,633.71,1,2,2,122,Potential Loyalist
14001,45,4,2030.3300000000002,3,3,4,334,Loyal Customer
14002,134,2,529.73,2,2,2,222,Potential Loyalist
14004,43,7,4582.64,3,4,4,344,Loyal Customer
14005,9,5,2874.72,4,3,4,434,Loyal Customer
14006,115,3,962.19,2,3,3,233,Loyal Customer
14009,198,3,685.9300000000001,1,3,3,133,Loyal Customer
14012,277,1,328.8,1,1,2,112,Others
14013,110,3,473.02,2,3,2,232,Potential Loyalist
14014,77,1,505.18,2,1,2,212,Others
14015,52,1,917.34,2,1,3,213,Others
14016,154,5,4328.46,1,3,4,134,Loyal Customer
14019,46,4,1398.96,3,3,3,333,Loyal Customer
14020,16,2,642.8,4,2,2,422,Others
14021,155,3,631.9,1,3,2,132,Potential Loyalist
14022,225,1,440.0,1,1,2,112,Others
14023,7,2,584.07,4,2,2,422,Others
14024,121,2,327.7,2,2,2,222,Potential Loyalist
14027,60,1,104.82,2,1,1,211,Others
14029,63,2,467.66,2,2,2,222,Potential Loyalist
14030,18,8,2358.84,3,4,4,344,Loyal Customer
14031,7,23,14634.640000000001,4,4,4,444,Champion
14032,2,18,2929.84,4,4,4,444,Champion
14034,22,4,509.09,3,3,2,332,Potential Loyalist
14035,28,5,1428.02,3,3,3,333,Loyal Customer
14036,284,1,626.65,1,1,2,112,Others
14037,176,2,147.20000000000002,1,2,1,121,Potential Loyalist
14038,78,4,1554.48,2,3,3,233,Loyal Customer
14039,33,1,152.2,3,1,1,311,Others
14040,40,15,3487.59,3,4,4,344,Loyal Customer
14041,266,1,141.41,1,1,1,111,Lost Customer
14044,26,4,646.42,3,3,3,333,Loyal Customer
14045,109,4,1659.75,2,3,4,234,Loyal Customer
14046,284,1,154.99,1,1,1,111,Lost Customer
14047,8,7,1290.01,4,4,3,443,Loyal Customer
14048,277,2,375.13,1,2,2,122,Potential Loyalist
14049,16,6,5536.15,4,4,4,444,Champion
14050,31,2,746.36,3,2,3,323,Potential Loyalist
14051,0,26,15477.34,4,4,4,444,Champion
14052,19,1,225.36,3,1,1,311,Others
14053,124,2,260.25,2,2,1,221,Potential Loyalist
14054,65,1,92.46,2,1,1,211,Others
14055,106,1,725.6400000000001,2,1,3,213,Others
14056,1,29,8062.46,4,4,4,444,Champion
14057,23,18,6141.099999999999,3,4,4,344,Loyal Customer
14059,266,1,183.6,1,1,1,111,Lost Customer
14060,4,20,6135.38,4,4,4,444,Champion
14062,9,12,10464.85,4,4,4,444,Champion
14064,29,7,1168.92,3,4,3,343,Loyal Customer
14066,266,1,152.55,1,1,1,111,Lost Customer
14067,63,2,374.7,2,2,2,222,Potential Loyalist
14068,320,1,265.85,1,1,1,111,Lost Customer
14071,3,9,1306.16,4,4,3,443,Loyal Customer
14073,21,2,139.54,3,2,1,321,Potential Loyalist
14075,4,3,942.26,4,3,3,433,Loyal Customer
14076,129,1,118.67,2,1,1,211,Others
14077,40,5,499.41999999999996,3,3,2,332,Potential Loyalist
14078,101,6,1049.37,2,4,3,243,Loyal Customer
14079,124,1,375.1,2,1,2,212,Others
14080,32,1,45.599999999999994,3,1,1,311,Others
14081,267,4,891.77,1,3,3,133,Loyal Customer
14082,364,1,182.25,1,1,1,111,Lost Customer
14083,4,9,1002.9,4,4,3,443,Loyal Customer
14085,2,19,4408.54,4,4,4,444,Champion
14087,2,2,178.72,4,2,1,421,Others
14088,10,14,50415.49,4,4,4,444,Champion
14089,56,1,158.75,2,1,1,211,Others
14090,324,1,76.32000000000001,1,1,1,111,Lost Customer
14092,7,17,4063.1,4,4,4,444,Champion
14093,12,1,433.86,4,1,2,412,Others
14096,4,34,57120.909999999996,4,4,4,444,Champion
14098,36,1,147.35,3,1,1,311,Others
14099,16,12,3092.9700000000003,4,4,4,444,Champion
14100,137,1,191.95000000000002,2,1,1,211,Others
14101,73,6,5976.79,2,4,4,244,Loyal Customer
14102,5,8,1060.33,4,4,3,443,Loyal Customer
14104,154,2,216.20999999999998,1,2,1,121,Potential Loyalist
14105,85,2,1260.33,2,2,3,223,Potential Loyalist
14107,51,8,2688.48,2,4,4,244,Loyal Customer
14108,30,3,594.16,3,3,2,332,Potential Loyalist
14109,23,2,80.2,3,2,1,321,Potential Loyalist
14110,3,13,5669.65,4,4,4,444,Champion
14111,14,5,688.6,4,3,3,433,Loyal Customer
14112,22,12,2774.17,3,4,4,344,Loyal Customer
14113,3,8,1377.92,4,4,3,443,Loyal Customer
14114,273,2,386.53,1,2,2,122,Potential Loyalist
14116,19,5,1382.74,3,3,3,333,Loyal Customer
14117,143,1,90.0,2,1,1,211,Others
14119,354,1,-19.9,1,1,1,111,Lost Customer
14121,3,6,2740.3,4,4,4,444,Champion
14124,84,1,419.58000000000004,2,1,2,212,Others
14125,10,3,2720.63,4,3,4,434,Loyal Customer
14126,7,4,643.6300000000001,4,3,2,432,Others
14127,122,3,709.71,2,3,3,233,Loyal Customer
14128,60,2,637.5,2,2,2,222,Potential Loyalist
14129,1,5,1123.8600000000001,4,3,3,433,Loyal Customer
14130,319,1,480.91,1,1,2,112,Others
14132,2,12,3580.13,4,4,4,444,Champion
14133,129,5,590.3399999999999,2,3,2,232,Potential Loyalist
14135,1,15,4690.31,4,4,4,444,Champion
14138,1,2,965.8800000000001,4,2,3,423,Others
14139,46,1,415.82,3,1,2,312,Others
14140,3,3,920.05,4,3,3,433,Loyal Customer
14141,2,6,879.0300000000001,4,4,3,443,Loyal Customer
14142,373,1,311.81,1,1,2,112,Others
14143,133,1,115.8,2,1,1,211,Others
14145,46,5,3148.2,3,3,4,334,Loyal Customer
14146,8,6,2949.57,4,4,4,444,Champion
14147,49,3,468.4,3,3,2,332,Potential Loyalist
14148,233,1,157.2,1,1,1,111,Lost Customer
14149,212,3,259.43,1,3,1,131,Potential Loyalist
14150,35,2,658.64,3,2,3,323,Potential Loyalist
14152,75,3,611.09,2,3,2,232,Potential Loyalist
14154,239,2,1345.62,1,2,3,123,At Risk
14155,266,1,118.75,1,1,1,111,Lost Customer
14156,9,66,113214.59,4,4,4,444,Champion
14157,19,3,392.44,3,3,2,332,Potential Loyalist
14158,40,1,507.66,3,1,2,312,Others
14159,19,14,4615.64,3,4,4,344,Loyal Customer
14161,215,3,1097.6200000000001,1,3,3,133,Loyal Customer
14162,173,2,289.36,1,2,1,121,Potential Loyalist
14163,87,4,2445.91,2,3,4,234,Loyal Customer
14164,70,2,1631.77,2,2,4,224,Potential Loyalist
14165,275,1,120.44,1,1,1,111,Lost Customer
14167,39,4,562.59,3,3,2,332,Potential Loyalist
14171,98,1,363.79,2,1,2,212,Others
14173,10,4,450.84,4,3,2,432,Others
14174,33,1,134.46,3,1,1,311,Others
14175,51,7,3108.06,2,4,4,244,Loyal Customer
14176,297,5,574.0,1,3,2,132,Potential Loyalist
14177,84,5,544.51,2,3,2,232,Potential Loyalist
14178,8,7,1600.26,4,4,3,443,Loyal Customer
14179,40,2,701.57,3,2,3,323,Potential Loyalist
14180,10,31,4640.77,4,4,4,444,Champion
14184,66,1,452.89,2,1,2,212,Others
14185,331,1,197.65,1,1,1,111,Lost Customer
14188,8,10,2018.91,4,4,4,444,Champion
14189,2,24,4604.31,4,4,4,444,Champion
14191,1,14,4660.01,4,4,4,444,Champion
14193,67,2,853.39,2,2,3,223,Potential Loyalist
14194,4,32,11216.75,4,4,4,444,Champion
14195,201,3,962.7,1,3,3,133,Loyal Customer
14196,106,1,335.52,2,1,2,212,Others
14198,4,7,663.5,4,4,3,443,Loyal Customer
14199,218,1,185.39999999999998,1,1,1,111,Lost Customer
14201,60,9,688.04,2,4,3,243,Loyal Customer
14204,2,1,150.61,4,1,1,411,Others
14205,10,4,218.78,4,3,1,431,Others
14206,239,2,308.26,1,2,2,122,Potential Loyalist
14208,94,1,151.74,2,1,1,211,Others
14209,10,7,2067.13,4,4,4,444,Champion
14210,91,7,1900.89,2,4,4,244,Loyal Customer
14211,53,13,2208.3,2,4,4,244,Loyal Customer
14212,89,1,1070.48,2,1,3,213,Others
14213,371,1,-1192.2,1,1,1,111,Lost Customer
14214,30,7,1000.23,3,4,3,343,Loyal Customer
14215,11,7,1777.92,4,4,4,444,Champion
14216,3,4,1839.3,4,3,4,434,Loyal Customer
14217,1,24,1925.3600000000001,4,4,4,444,Champion
14218,42,1,169.48000000000002,3,1,1,311,Others
14219,4,1,89.94,4,1,1,411,Others
14220,247,2,632.4,1,2,2,122,Potential Loyalist
14221,42,10,3427.85,3,4,4,344,Loyal Customer
14222,177,1,683.17,1,1,3,113,At Risk
14223,92,4,975.23,2,3,3,233,Loyal Customer
14224,110,4,1009.73,2,3,3,233,Loyal Customer
14226,28,7,2184.2400000000002,3,4,4,344,Loyal Customer
14227,26,15,3315.71,3,4,4,344,Loyal Customer
14229,51,5,1450.6,2,3,3,233,Loyal Customer
14231,179,5,822.0600000000001,1,3,3,133,Loyal Customer
14232,31,8,2043.93,3,4,4,344,Loyal Customer
14233,43,5,1447.51,3,3,3,333,Loyal Customer
14234,22,4,754.12,3,3,3,333,Loyal Customer
14235,10,6,3093.86,4,4,4,444,Champion
14236,80,2,490.86,2,2,2,222,Potential Loyalist
14237,373,1,161.0,1,1,1,111,Lost Customer
14238,326,1,146.85,1,1,1,111,Lost Customer
14239,43,13,2323.5,3,4,4,344,Loyal Customer
14240,30,2,890.34,3,2,3,323,Potential Loyalist
14241,183,1,213.70000000000002,1,1,1,111,Lost Customer
14242,234,2,280.55,1,2,1,121,Potential Loyalist
14243,8,14,2535.88,4,4,4,444,Champion
14245,176,5,1677.48,1,3,4,134,Loyal Customer
14246,110,3,1474.06,2,3,3,233,Loyal Customer
14247,278,1,136.76999999999998,1,1,1,111,Lost Customer
14248,318,1,302.58,1,1,2,112,Others
14250,7,3,1904.05,4,3,4,434,Loyal Customer
14251,1,5,2879.7000000000003,4,3,4,434,Loyal Customer
14256,254,3,935.0600000000001,1,3,3,133,Loyal Customer
14257,51,6,3087.27,2,4,4,244,Loyal Customer
14258,9,10,12650.08,4,4,4,444,Champion
14259,141,1,120.0,2,1,1,211,Others
14261,50,2,1163.45,3,2,3,323,Potential Loyalist
14262,8,8,2618.23,4,4,4,444,Champion
14264,154,3,319.47,1,3,2,132,Potential Loyalist
14265,109,2,530.18,2,2,2,222,Potential Loyalist
14267,150,7,1279.09,1,4,3,143,Loyal Customer
14270,331,1,492.65000000000003,1,1,2,112,Others
14271,225,1,112.32,1,1,1,111,Lost Customer
14272,73,2,437.96,2,2,2,222,Potential Loyalist
14273,51,4,559.97,2,3,2,232,Potential Loyalist
14276,88,5,1019.39,2,3,3,233,Loyal Customer
14277,15,4,3928.8,4,3,4,434,Loyal Customer
14280,196,1,134.04,1,1,1,111,Lost Customer
14282,3,15,3701.44,4,4,4,444,Champion
14284,30,3,578.45,3,3,2,332,Potential Loyalist
14285,21,4,1910.01,3,3,4,334,Loyal Customer
14286,23,5,4595.81,3,3,4,334,Loyal Customer
14287,8,4,151.23000000000002,4,3,1,431,Others
14288,212,2,413.85,1,2,2,122,Potential Loyalist
14289,8,6,911.26,4,4,3,443,Loyal Customer
14290,11,6,2307.4500000000003,4,4,4,444,Champion
14291,1,12,3873.3,4,4,4,444,Champion
14292,7,14,4819.33,4,4,4,444,Champion
14293,3,4,1046.56,4,3,3,433,Loyal Customer
14295,40,2,154.70000000000002,3,2,1,321,Potential Loyalist
14297,17,6,1284.06,3,4,3,343,Loyal Customer
14298,3,45,50862.44,4,4,4,444,Champion
14299,8,18,2855.35,4,4,4,444,Champion
14300,18,1,43.2,3,1,1,311,Others
14301,107,2,632.04,2,2,2,222,Potential Loyalist
14304,222,2,197.1,1,2,1,121,Potential Loyalist
14305,71,5,1803.76,2,3,4,234,Loyal Customer
14306,51,3,2083.42,2,3,4,234,Loyal Customer
14307,88,6,2995.72,2,4,4,244,Loyal Customer
14309,8,10,2319.68,4,4,4,444,Champion
14311,225,2,229.71,1,2,1,121,Potential Loyalist
14312,46,6,1611.59,3,4,4,344,Loyal Customer
14314,106,1,120.0,2,1,1,211,Others
14315,21,7,2456.98,3,4,4,344,Loyal Customer
14317,64,1,508.58000000000004,2,1,2,212,Others
14320,206,3,343.11,1,3,2,132,Potential Loyalist
14321,10,5,1530.75,4,3,3,433,Loyal Customer
14323,114,4,574.26,2,3,2,232,Potential Loyalist
14326,234,2,166.85,1,2,1,121,Potential Loyalist
14327,163,1,311.65,1,1,2,112,Others
14329,8,14,4889.14,4,4,4,444,Champion
14331,124,2,462.65999999999997,2,2,2,222,Potential Loyalist
14332,22,3,840.21,3,3,3,333,Loyal Customer
14333,64,2,351.45,2,2,2,222,Potential Loyalist
14334,16,9,2539.46,4,4,4,444,Champion
14335,16,2,454.86,4,2,2,422,Others
14336,16,4,1614.91,4,3,4,434,Loyal Customer
14338,158,4,554.22,1,3,2,132,Potential Loyalist
14339,234,4,289.90999999999997,1,3,1,131,Potential Loyalist
14340,218,1,134.7,1,1,1,111,Lost Customer
14341,45,9,2151.08,3,4,4,344,Loyal Customer
14342,21,6,607.71,3,4,2,342,Potential Loyalist
14344,127,8,889.9300000000001,2,4,3,243,Loyal Customer
14345,38,1,108.97999999999999,3,1,1,311,Others
14346,120,2,1021.58,2,2,3,223,Potential Loyalist
14348,260,1,409.57,1,1,2,112,Others
14349,10,1,133.5,4,1,1,411,Others
14350,270,2,258.7,1,2,1,121,Potential Loyalist
14351,164,1,51.0,1,1,1,111,Lost Customer
14352,157,4,1078.96,1,3,3,133,Loyal Customer
14353,215,1,90.6,1,1,1,111,Lost Customer
14354,5,2,163.62,4,2,1,421,Others
14355,365,1,174.4,1,1,1,111,Lost Customer
14356,60,4,666.9399999999999,2,3,3,233,Loyal Customer
14357,43,1,225.12,3,1,1,311,Others
14359,19,6,882.58,3,4,3,343,Loyal Customer
14360,31,4,2118.03,3,3,4,334,Loyal Customer
14362,22,1,151.5,3,1,1,311,Others
14364,108,8,3717.35,2,4,4,244,Loyal Customer
14367,8,19,9134.12,4,4,4,444,Champion
14368,319,1,155.0,1,1,1,111,Lost Customer
14371,295,1,100.5,1,1,1,111,Lost Customer
14373,358,1,76.55,1,1,1,111,Lost Customer
14375,185,1,235.56,1,1,1,111,Lost Customer
14377,191,2,617.05,1,2,2,122,Potential Loyalist
14379,44,2,348.1,3,2,2,322,Potential Loyalist
14381,52,1,202.68,2,1,1,211,Others
14382,26,1,615.49,3,1,2,312,Others
14383,38,3,1247.69,3,3,3,333,Loyal Customer
14385,9,3,202.11,4,3,1,431,Others
14386,296,1,142.4,1,1,1,111,Lost Customer
14387,32,3,1727.6,3,3,4,334,Loyal Customer
14388,8,10,3172.04,4,4,4,444,Champion
14389,8,5,999.72,4,3,3,433,Loyal Customer
14390,10,13,4582.22,4,4,4,444,Champion
14393,218,1,67.95,1,1,1,111,Lost Customer
14395,2,12,3444.11,4,4,4,444,Champion
14396,65,2,487.99,2,2,2,222,Potential Loyalist
14397,0,23,2556.68,4,4,4,444,Champion
14400,141,2,559.7,2,2,2,222,Potential Loyalist
14401,4,14,4039.98,4,4,4,444,Champion
14403,130,5,1426.31,2,3,3,233,Loyal Customer
14404,33,7,1409.72,3,4,3,343,Loyal Customer
14406,119,1,156.75,2,1,1,211,Others
14407,107,9,2111.08,2,4,4,244,Loyal Customer
14408,10,7,2599.03,4,4,4,444,Champion
14409,71,7,1908.25,2,4,4,244,Loyal Customer
14410,15,15,573.45,4,4,2,442,Others
14411,310,1,1063.0,1,1,3,113,At Risk
14412,35,3,761.3299999999999,3,3,3,333,Loyal Customer
14413,362,1,121.05,1,1,1,111,Lost Customer
14414,91,8,1485.1299999999999,2,4,3,243,Loyal Customer
14415,1,18,5766.85,4,4,4,444,Champion
14416,22,2,490.22,3,2,2,322,Potential Loyalist
14418,3,3,1937.25,4,3,4,434,Loyal Customer
14419,10,6,1051.79,4,4,3,443,Loyal Customer
14420,85,2,385.87,2,2,2,222,Potential Loyalist
14421,57,2,813.11,2,2,3,223,Potential Loyalist
14422,0,6,4263.64,4,4,4,444,Champion
14423,218,1,265.2,1,1,1,111,Lost Customer
14424,17,1,322.08,3,1,2,312,Others
14426,18,16,3918.9,3,4,4,344,Loyal Customer
14427,50,2,363.34000000000003,3,2,2,322,Potential Loyalist
14428,7,7,1209.3700000000001,4,4,3,443,Loyal Customer
14431,298,2,423.26,1,2,2,122,Potential Loyalist
14432,9,6,2248.5,4,4,4,444,Champion
14434,21,6,1372.8,3,4,3,343,Loyal Customer
14436,98,1,89.06,2,1,1,211,Others
14437,143,2,-43.400000000000006,2,2,1,221,Potential Loyalist
14438,306,1,131.9,1,1,1,111,Lost Customer
14439,319,1,2661.24,1,1,4,114,At Risk
14440,8,5,2357.6800000000003,4,3,4,434,Loyal Customer
14441,0,10,1545.14,4,4,3,443,Loyal Customer
14442,1,5,1544.62,4,3,3,433,Loyal Customer
14443,53,7,1400.88,2,4,3,243,Loyal Customer
14446,0,4,1010.35,4,3,3,433,Loyal Customer
14447,18,5,1163.23,3,3,3,333,Loyal Customer
14448,9,2,375.35,4,2,2,422,Others
14449,18,4,885.8,3,3,3,333,Loyal Customer
14450,180,3,483.25,1,3,2,132,Potential Loyalist
14451,60,2,643.9,2,2,2,222,Potential Loyalist
14452,10,2,259.05,4,2,1,421,Others
14453,190,1,119.93,1,1,1,111,Lost Customer
14456,5,14,3002.5099999999998,4,4,4,444,Champion
14457,310,1,113.64,1,1,1,111,Lost Customer
14459,155,1,1837.92,1,1,4,114,At Risk
14460,110,4,383.34,2,3,2,232,Potential Loyalist
14461,148,3,2103.06,1,3,4,134,Loyal Customer
14462,63,15,1942.45,2,4,4,244,Loyal Customer
14463,98,3,529.62,2,3,2,232,Potential Loyalist
14465,246,3,1038.44,1,3,3,133,Loyal Customer
14466,29,7,2272.4,3,4,4,344,Loyal Customer
14467,17,4,596.26,3,3,2,332,Potential Loyalist
14470,11,2,461.19,4,2,2,422,Others
14472,103,8,1852.67,2,4,4,244,Loyal Customer
14473,74,2,234.34000000000003,2,2,1,221,Potential Loyalist
14474,43,2,537.71,3,2,2,322,Potential Loyalist
14475,71,6,799.82,2,4,3,243,Loyal Customer
14476,257,1,193.0,1,1,1,111,Lost Customer
14477,19,5,1307.81,3,3,3,333,Loyal Customer
14479,253,2,316.25,1,2,2,122,Potential Loyalist
14480,11,1,279.05,4,1,1,411,Others
14481,164,2,636.51,1,2,2,122,Potential Loyalist
14482,18,6,2022.81,3,4,4,344,Loyal Customer
14483,149,2,129.2,1,2,1,121,Potential Loyalist
14484,50,1,321.92,3,1,2,312,Others
14485,38,1,162.8,3,1,1,311,Others
14487,26,7,1152.73,3,4,3,343,Loyal Customer
